transaction_id,sale_date,product_id,units_sold,store_region,total_revenue
TXN-SALE-00113-103,2024-10-18,103,10,North,2500.0
TXN-SALE-00113-104,2024-10-18,104,17,South,1105.0
TXN-SALE-00114-101,2024-10-19,101,26,South,31200.0
TXN-SALE-00114-102,2024-10-19,102,30,South,1350.0
TXN-SALE-00114-103,2024-10-19,103,24,East,6000.0
TXN-SALE-00114-104,2024-10-19,104,18,South,1170.0
TXN-SALE-00115-101,2024-10-20,101,27,North,32400.0
TXN-SALE-00115-102,2024-10-20,102,27,West,1215.0
TXN-SALE-00115-103,2024-10-20,103,21,East,5250.0
TXN-SALE-00115-104,2024-10-20,104,28,North,1820.0
TXN-SALE-00116-101,2024-10-21,101,23,South,27600.0
TXN-SALE-00116-102,2024-10-21,102,8,North,360.0
TXN-SALE-00116-103,2024-10-21,103,13,North,3250.0
TXN-SALE-00116-104,2024-10-21,104,7,North,455.0
TXN-SALE-00117-101,2024-10-22,101,26,East,31200.0
TXN-SALE-00117-102,2024-10-22,102,21,East,945.0
TXN-SALE-00117-103,2024-10-22,103,20,South,5000.0
TXN-SALE-00117-104,2024-10-22,104,20,West,1300.0
TXN-SALE-00118-101,2024-10-23,101,6,North,7200.0
TXN-SALE-00118-102,2024-10-23,102,20,East,900.0
TXN-SALE-00118-103,2024-10-23,103,25,East,6250.0
TXN-SALE-00118-104,2024-10-23,104,7,East,455.0
TXN-SALE-00119-101,2024-10-24,101,20,East,24000.0
TXN-SALE-00119-102,2024-10-24,102,21,West,945.0
TXN-SALE-00119-103,2024-10-24,103,19,South,4750.0
TXN-SALE-00119-104,2024-10-24,104,11,East,715.0
TXN-SALE-00120-101,2024-10-25,101,25,East,30000.0
TXN-SALE-00120-102,2024-10-25,102,10,West,450.0
TXN-SALE-00120-103,2024-10-25,103,15,East,3750.0
TXN-SALE-00120-104,2024-10-25,104,23,East,1495.0
TXN-SALE-00121-101,2024-10-26,101,23,North,27600.0
TXN-SALE-00121-102,2024-10-26,102,30,North,1350.0
TXN-SALE-00121-103,2024-10-26,103,34,North,8500.0
TXN-SALE-00121-104,2024-10-26,104,11,South,715.0
TXN-SALE-00122-101,2024-10-27,101,10,North,12000.0
TXN-SALE-00122-102,2024-10-27,102,24,South,1080.0
TXN-SALE-00122-103,2024-10-27,103,27,West,6750.0
TXN-SALE-00122-104,2024-10-27,104,27,South,1755.0
TXN-SALE-00123-101,2024-10-28,101,6,East,7200.0
TXN-SALE-00123-102,2024-10-28,102,13,West,585.0
TXN-SALE-00123-103,2024-10-28,103,23,West,5750.0
TXN-SALE-00123-104,2024-10-28,104,25,South,1625.0
TXN-SALE-00124-101,2024-10-29,101,14,North,16800.0
TXN-SALE-00124-102,2024-10-29,102,11,West,495.0
TXN-SALE-00124-103,2024-10-29,103,6,East,1500.0
TXN-SALE-00124-104,2024-10-29,104,19,South,1235.0
TXN-SALE-00125-101,2024-10-30,101,10,North,12000.0
TXN-SALE-00125-102,2024-10-30,102,5,North,225.0
TXN-SALE-00125-103,2024-10-30,103,11,South,2750.0
TXN-SALE-00125-104,2024-10-30,104,22,West,1430.0
TXN-SALE-00126-101,2024-10-31,101,16,South,19200.0
TXN-SALE-00126-102,2024-10-31,102,14,East,630.0
TXN-SALE-00126-103,2024-10-31,103,7,East,1750.0
TXN-SALE-00126-104,2024-10-31,104,13,North,845.0
TXN-SALE-00127-101,2024-11-01,101,9,West,10800.0
TXN-SALE-00127-102,2024-11-01,102,11,South,495.0
TXN-SALE-00127-103,2024-11-01,103,27,West,6750.0
TXN-SALE-00127-104,2024-11-01,104,16,West,1040.0
TXN-SALE-00128-101,2024-11-02,101,27,South,32400.0
TXN-SALE-00128-102,2024-11-02,102,30,South,1350.0
TXN-SALE-00128-103,2024-11-02,103,14,East,3500.0
TXN-SALE-00128-104,2024-11-02,104,8,East,520.0
TXN-SALE-00129-101,2024-11-03,101,22,West,26400.0
TXN-SALE-00129-102,2024-11-03,102,33,North,1485.0
TXN-SALE-00129-103,2024-11-03,103,23,North,5750.0
TXN-SALE-00129-104,2024-11-03,104,14,South,910.0
TXN-SALE-00130-101,2024-11-04,101,9,East,10800.0
TXN-SALE-00130-102,2024-11-04,102,27,North,1215.0
TXN-SALE-00130-103,2024-11-04,103,27,North,6750.0
TXN-SALE-00130-104,2024-11-04,104,18,East,1170.0
TXN-SALE-00131-101,2024-11-05,101,5,South,6000.0
TXN-SALE-00131-102,2024-11-05,102,20,West,900.0
TXN-SALE-00131-103,2024-11-05,103,11,North,2750.0
TXN-SALE-00131-104,2024-11-05,104,16,East,1040.0
TXN-SALE-00132-101,2024-11-06,101,9,North,10800.0
TXN-SALE-00132-102,2024-11-06,102,16,East,720.0
TXN-SALE-00132-103,2024-11-06,103,5,South,1250.0
TXN-SALE-00132-104,2024-11-06,104,24,West,1560.0
TXN-SALE-00133-101,2024-11-07,101,15,North,18000.0
TXN-SALE-00133-102,2024-11-07,102,15,West,675.0
TXN-SALE-00133-103,2024-11-07,103,6,North,1500.0
TXN-SALE-00133-104,2024-11-07,104,13,South,845.0
TXN-SALE-00134-101,2024-11-08,101,27,North,32400.0
TXN-SALE-00134-102,2024-11-08,102,10,North,450.0
TXN-SALE-00134-103,2024-11-08,103,23,North,5750.0
TXN-SALE-00134-104,2024-11-08,104,17,East,1105.0
TXN-SALE-00135-101,2024-11-09,101,14,East,16800.0
TXN-SALE-00135-102,2024-11-09,102,10,South,450.0
TXN-SALE-00135-103,2024-11-09,103,30,North,7500.0
TXN-SALE-00135-104,2024-11-09,104,23,South,1495.0
TXN-SALE-00136-101,2024-11-10,101,26,North,31200.0
TXN-SALE-00136-102,2024-11-10,102,22,North,990.0
TXN-SALE-00136-103,2024-11-10,103,8,West,2000.0
TXN-SALE-00136-104,2024-11-10,104,10,East,650.0
TXN-SALE-00137-101,2024-11-11,101,5,West,6000.0
TXN-SALE-00137-102,2024-11-11,102,13,East,585.0
TXN-SALE-00137-103,2024-11-11,103,14,North,3500.0
TXN-SALE-00137-104,2024-11-11,104,20,West,1300.0
TXN-SALE-00138-101,2024-11-12,101,7,North,8400.0
TXN-SALE-00138-102,2024-11-12,102,10,North,450.0
TXN-SALE-00138-103,2024-11-12,103,26,East,6500.0
TXN-SALE-00138-104,2024-11-12,104,20,South,1300.0
TXN-SALE-00139-101,2024-11-13,101,9,North,10800.0
TXN-SALE-00139-102,2024-11-13,102,19,South,855.0
TXN-SALE-00139-103,2024-11-13,103,25,West,6250.0
TXN-SALE-00139-104,2024-11-13,104,13,East,845.0
TXN-SALE-00140-101,2024-11-14,101,13,South,15600.0
TXN-SALE-00140-102,2024-11-14,102,26,North,1170.0
TXN-SALE-00140-103,2024-11-14,103,11,North,2750.0
TXN-SALE-00140-104,2024-11-14,104,21,North,1365.0
TXN-SALE-00141-101,2024-11-15,101,23,North,27600.0
TXN-SALE-00141-102,2024-11-15,102,21,East,945.0
TXN-SALE-00141-103,2024-11-15,103,6,South,1500.0
TXN-SALE-00141-104,2024-11-15,104,13,West,845.0
TXN-SALE-00142-101,2024-11-16,101,34,East,40800.0
TXN-SALE-00142-102,2024-11-16,102,34,South,1530.0
TXN-SALE-00142-103,2024-11-16,103,14,East,3500.0
TXN-SALE-00142-104,2024-11-16,104,16,East,1040.0
TXN-SALE-00143-101,2024-11-17,101,17,South,20400.0
TXN-SALE-00143-102,2024-11-17,102,35,East,1575.0
TXN-SALE-00143-103,2024-11-17,103,28,North,7000.0
TXN-SALE-00143-104,2024-11-17,104,7,West,455.0
TXN-SALE-00144-101,2024-11-18,101,12,East,14400.0
TXN-SALE-00144-102,2024-11-18,102,9,North,405.0
TXN-SALE-00144-103,2024-11-18,103,11,North,2750.0
TXN-SALE-00144-104,2024-11-18,104,5,North,325.0
TXN-SALE-00145-101,2024-11-19,101,10,East,12000.0
TXN-SALE-00145-102,2024-11-19,102,5,South,225.0
TXN-SALE-00145-103,2024-11-19,103,9,South,2250.0
TXN-SALE-00145-104,2024-11-19,104,6,South,390.0
TXN-SALE-00146-101,2024-11-20,101,10,East,12000.0
TXN-SALE-00146-102,2024-11-20,102,16,North,720.0
TXN-SALE-00146-103,2024-11-20,103,11,North,2750.0
TXN-SALE-00146-104,2024-11-20,104,21,West,1365.0
TXN-SALE-00147-101,2024-11-21,101,19,West,22800.0
TXN-SALE-00147-102,2024-11-21,102,27,West,1215.0
TXN-SALE-00147-103,2024-11-21,103,21,North,5250.0
TXN-SALE-00147-104,2024-11-21,104,13,North,845.0
TXN-SALE-00148-101,2024-11-22,101,21,West,25200.0
TXN-SALE-00148-102,2024-11-22,102,18,North,810.0
TXN-SALE-00148-103,2024-11-22,103,6,East,1500.0
TXN-SALE-00148-104,2024-11-22,104,26,East,1690.0
TXN-SALE-00149-101,2024-11-23,101,11,West,13200.0
TXN-SALE-00149-102,2024-11-23,102,22,East,990.0
TXN-SALE-00149-103,2024-11-23,103,13,West,3250.0
TXN-SALE-00149-104,2024-11-23,104,22,South,1430.0
TXN-SALE-00150-101,2024-11-24,101,20,West,24000.0
TXN-SALE-00150-102,2024-11-24,102,14,South,630.0
TXN-SALE-00150-103,2024-11-24,103,17,East,4250.0
TXN-SALE-00150-104,2024-11-24,104,28,South,1820.0
TXN-SALE-00151-101,2024-11-25,101,20,East,24000.0
TXN-SALE-00151-102,2024-11-25,102,18,South,810.0
TXN-SALE-00151-103,2024-11-25,103,19,West,4750.0
TXN-SALE-00151-104,2024-11-25,104,25,North,1625.0
TXN-SALE-00152-101,2024-11-26,101,5,East,6000.0
TXN-SALE-00152-102,2024-11-26,102,13,West,585.0
TXN-SALE-00152-103,2024-11-26,103,17,West,4250.0
TXN-SALE-00152-104,2024-11-26,104,18,West,1170.0
TXN-SALE-00153-101,2024-11-27,101,23,West,27600.0
TXN-SALE-00153-102,2024-11-27,102,10,West,450.0
TXN-SALE-00153-103,2024-11-27,103,10,West,2500.0
TXN-SALE-00153-104,2024-11-27,104,16,North,1040.0
TXN-SALE-00154-101,2024-11-28,101,15,South,18000.0
TXN-SALE-00154-102,2024-11-28,102,26,North,1170.0
TXN-SALE-00154-103,2024-11-28,103,20,West,5000.0
TXN-SALE-00154-104,2024-11-28,104,15,South,975.0
TXN-SALE-00155-101,2024-11-29,101,17,East,20400.0
TXN-SALE-00155-102,2024-11-29,102,5,South,225.0
TXN-SALE-00155-103,2024-11-29,103,10,North,2500.0
TXN-SALE-00155-104,2024-11-29,104,20,West,1300.0
TXN-SALE-00156-101,2024-11-30,101,7,East,8400.0
TXN-SALE-00156-102,2024-11-30,102,34,West,1530.0
TXN-SALE-00156-103,2024-11-30,103,28,North,7000.0
TXN-SALE-00156-104,2024-11-30,104,28,North,1820.0
TXN-SALE-00157-101,2024-12-01,101,19,South,22800.0
TXN-SALE-00157-102,2024-12-01,102,36,North,1620.0
TXN-SALE-00157-103,2024-12-01,103,19,East,4750.0
TXN-SALE-00157-104,2024-12-01,104,36,North,2340.0
TXN-SALE-00158-101,2024-12-02,101,17,South,20400.0
TXN-SALE-00158-102,2024-12-02,102,6,East,270.0
TXN-SALE-00158-103,2024-12-02,103,25,East,6250.0
TXN-SALE-00158-104,2024-12-02,104,6,East,390.0
TXN-SALE-00159-101,2024-12-03,101,24,West,28800.0
TXN-SALE-00159-102,2024-12-03,102,17,East,765.0
TXN-SALE-00159-103,2024-12-03,103,18,East,4500.0
TXN-SALE-00159-104,2024-12-03,104,26,South,1690.0
TXN-SALE-00160-101,2024-12-04,101,12,West,14400.0
TXN-SALE-00160-102,2024-12-04,102,11,North,495.0
TXN-SALE-00160-103,2024-12-04,103,5,North,1250.0
TXN-SALE-00160-104,2024-12-04,104,17,South,1105.0
TXN-SALE-00161-101,2024-12-05,101,25,North,30000.0
TXN-SALE-00161-102,2024-12-05,102,24,East,1080.0
TXN-SALE-00161-103,2024-12-05,103,24,West,6000.0
TXN-SALE-00161-104,2024-12-05,104,15,North,975.0
TXN-SALE-00162-101,2024-12-06,101,27,South,32400.0
TXN-SALE-00162-102,2024-12-06,102,13,North,585.0
TXN-SALE-00162-103,2024-12-06,103,12,North,3000.0
TXN-SALE-00162-104,2024-12-06,104,19,South,1235.0
TXN-SALE-00163-101,2024-12-07,101,34,East,40800.0
TXN-SALE-00163-102,2024-12-07,102,34,South,1530.0
TXN-SALE-00163-103,2024-12-07,103,31,North,7750.0
TXN-SALE-00163-104,2024-12-07,104,30,West,1950.0
TXN-SALE-00164-101,2024-12-08,101,34,South,40800.0
TXN-SALE-00164-102,2024-12-08,102,7,South,315.0
TXN-SALE-00164-103,2024-12-08,103,34,East,8500.0
TXN-SALE-00164-104,2024-12-08,104,33,South,2145.0
TXN-SALE-00165-101,2024-12-09,101,24,South,28800.0
TXN-SALE-00165-102,2024-12-09,102,11,East,495.0
TXN-SALE-00165-103,2024-12-09,103,9,North,2250.0
TXN-SALE-00165-104,2024-12-09,104,13,North,845.0
TXN-SALE-00166-101,2024-12-10,101,12,East,14400.0
TXN-SALE-00166-102,2024-12-10,102,16,South,720.0
TXN-SALE-00166-103,2024-12-10,103,26,South,6500.0
TXN-SALE-00166-104,2024-12-10,104,6,West,390.0
TXN-SALE-00167-101,2024-12-11,101,5,East,6000.0
TXN-SALE-00167-102,2024-12-11,102,25,East,1125.0
TXN-SALE-00167-103,2024-12-11,103,14,North,3500.0
TXN-SALE-00167-104,2024-12-11,104,8,West,520.0
TXN-SALE-00168-101,2024-12-12,101,14,South,16800.0
TXN-SALE-00168-102,2024-12-12,102,22,North,990.0
TXN-SALE-00168-103,2024-12-12,103,8,East,2000.0
TXN-SALE-00168-104,2024-12-12,104,5,West,325.0
TXN-SALE-00169-101,2024-12-13,101,22,West,26400.0
TXN-SALE-00169-102,2024-12-13,102,7,East,315.0
TXN-SALE-00169-103,2024-12-13,103,21,West,5250.0
TXN-SALE-00169-104,2024-12-13,104,21,East,1365.0
TXN-SALE-00170-101,2024-12-14,101,30,West,36000.0
TXN-SALE-00170-102,2024-12-14,102,36,North,1620.0
TXN-SALE-00170-103,2024-12-14,103,27,East,6750.0
TXN-SALE-00170-104,2024-12-14,104,30,South,1950.0
TXN-SALE-00171-101,2024-12-15,101,16,South,19200.0
TXN-SALE-00171-102,2024-12-15,102,16,North,720.0
TXN-SALE-00171-103,2024-12-15,103,35,West,8750.0
TXN-SALE-00171-104,2024-12-15,104,35,West,2275.0
TXN-SALE-00172-101,2024-12-16,101,25,South,30000.0
TXN-SALE-00172-102,2024-12-16,102,5,East,225.0
TXN-SALE-00172-103,2024-12-16,103,10,West,2500.0
TXN-SALE-00172-104,2024-12-16,104,17,South,1105.0
TXN-SALE-00173-101,2024-12-17,101,7,East,8400.0
TXN-SALE-00173-102,2024-12-17,102,18,West,810.0
TXN-SALE-00173-103,2024-12-17,103,10,North,2500.0
TXN-SALE-00173-104,2024-12-17,104,11,West,715.0
TXN-SALE-00174-101,2024-12-18,101,15,South,18000.0
TXN-SALE-00174-102,2024-12-18,102,18,East,810.0
TXN-SALE-00174-103,2024-12-18,103,28,South,7000.0
TXN-SALE-00174-104,2024-12-18,104,18,West,1170.0
TXN-SALE-00175-101,2024-12-19,101,24,South,28800.0
TXN-SALE-00175-102,2024-12-19,102,21,East,945.0
TXN-SALE-00175-103,2024-12-19,103,24,South,6000.0
TXN-SALE-00175-104,2024-12-19,104,27,North,1755.0
TXN-SALE-00176-101,2024-12-20,101,21,North,25200.0
TXN-SALE-00176-102,2024-12-20,102,14,South,630.0
TXN-SALE-00176-103,2024-12-20,103,19,North,4750.0
TXN-SALE-00176-104,2024-12-20,104,12,North,780.0
TXN-SALE-00177-101,2024-12-21,101,22,South,26400.0
TXN-SALE-00177-102,2024-12-21,102,12,South,540.0
TXN-SALE-00177-103,2024-12-21,103,26,South,6500.0
TXN-SALE-00177-104,2024-12-21,104,13,East,845.0
TXN-SALE-00178-101,2024-12-22,101,15,South,18000.0
TXN-SALE-00178-102,2024-12-22,102,21,West,945.0
TXN-SALE-00178-103,2024-12-22,103,19,South,4750.0
TXN-SALE-00178-104,2024-12-22,104,9,North,585.0
TXN-SALE-00179-101,2024-12-23,101,10,North,12000.0
TXN-SALE-00179-102,2024-12-23,102,11,South,495.0
TXN-SALE-00179-103,2024-12-23,103,18,East,4500.0
TXN-SALE-00179-104,2024-12-23,104,16,South,1040.0
TXN-SALE-00180-101,2024-12-24,101,11,East,13200.0
TXN-SALE-00180-102,2024-12-24,102,14,South,630.0
TXN-SALE-00180-103,2024-12-24,103,18,North,4500.0
TXN-SALE-00180-104,2024-12-24,104,12,South,780.0
TXN-SALE-00181-101,2024-12-25,101,20,North,24000.0
TXN-SALE-00181-102,2024-12-25,102,21,West,945.0
TXN-SALE-00181-103,2024-12-25,103,7,West,1750.0
TXN-SALE-00181-104,2024-12-25,104,17,North,1105.0
TXN-SALE-00182-101,2024-12-26,101,27,North,32400.0
TXN-SALE-00182-102,2024-12-26,102,9,East,405.0
TXN-SALE-00182-103,2024-12-26,103,17,West,4250.0
TXN-SALE-00182-104,2024-12-26,104,17,West,1105.0
TXN-SALE-00183-101,2024-12-27,101,9,North,10800.0
TXN-SALE-00183-102,2024-12-27,102,13,West,585.0
TXN-SALE-00183-103,2024-12-27,103,8,South,2000.0
TXN-SALE-00183-104,2024-12-27,104,7,East,455.0
TXN-SALE-00184-101,2024-12-28,101,29,West,34800.0
TXN-SALE-00184-102,2024-12-28,102,13,West,585.0
TXN-SALE-00184-103,2024-12-28,103,7,South,1750.0
TXN-SALE-00184-104,2024-12-28,104,12,East,780.0
TXN-SALE-00185-101,2024-12-29,101,36,East,43200.0
TXN-SALE-00185-102,2024-12-29,102,10,West,450.0
TXN-SALE-00185-103,2024-12-29,103,23,North,5750.0
TXN-SALE-00185-104,2024-12-29,104,26,East,1690.0
TXN-SALE-00186-101,2024-12-30,101,7,North,8400.0
TXN-SALE-00186-102,2024-12-30,102,7,North,315.0
TXN-SALE-00186-103,2024-12-30,103,15,North,3750.0
TXN-SALE-00186-104,2024-12-30,104,14,North,910.0
TXN-SALE-00187-101,2024-12-31,101,5,North,6000.0
TXN-SALE-00187-102,2024-12-31,102,17,West,765.0
TXN-SALE-00187-103,2024-12-31,103,16,North,4000.0
TXN-SALE-00187-104,2024-12-31,104,13,East,845.0
TXN-SALE-00188-101,2025-01-01,101,8,South,9600.0
TXN-SALE-00188-102,2025-01-01,102,10,West,450.0
TXN-SALE-00188-103,2025-01-01,103,19,East,4750.0
TXN-SALE-00188-104,2025-01-01,104,11,South,715.0
TXN-SALE-00189-101,2025-01-02,101,19,East,22800.0
TXN-SALE-00189-102,2025-01-02,102,10,West,450.0
TXN-SALE-00189-103,2025-01-02,103,24,North,6000.0
TXN-SALE-00189-104,2025-01-02,104,24,South,1560.0
TXN-SALE-00190-101,2025-01-03,101,24,East,28800.0
TXN-SALE-00190-102,2025-01-03,102,19,South,855.0
TXN-SALE-00190-103,2025-01-03,103,23,West,5750.0
TXN-SALE-00190-104,2025-01-03,104,27,West,1755.0
TXN-SALE-00191-101,2025-01-04,101,32,East,38400.0
TXN-SALE-00191-102,2025-01-04,102,13,South,585.0
TXN-SALE-00191-103,2025-01-04,103,30,South,7500.0
TXN-SALE-00191-104,2025-01-04,104,18,North,1170.0
TXN-SALE-00192-101,2025-01-05,101,34,North,40800.0
TXN-SALE-00192-102,2025-01-05,102,24,East,1080.0
TXN-SALE-00192-103,2025-01-05,103,20,North,5000.0
TXN-SALE-00192-104,2025-01-05,104,29,West,1885.0
TXN-SALE-00193-101,2025-01-06,101,16,West,19200.0
TXN-SALE-00193-102,2025-01-06,102,13,North,585.0
TXN-SALE-00193-103,2025-01-06,103,13,South,3250.0
TXN-SALE-00193-104,2025-01-06,104,22,North,1430.0
TXN-SALE-00194-101,2025-01-07,101,13,North,15600.0
TXN-SALE-00194-102,2025-01-07,102,27,West,1215.0
TXN-SALE-00194-103,2025-01-07,103,14,South,3500.0
TXN-SALE-00194-104,2025-01-07,104,26,East,1690.0
TXN-SALE-00195-101,2025-01-08,101,28,East,33600.0
TXN-SALE-00195-102,2025-01-08,102,8,South,360.0
TXN-SALE-00195-103,2025-01-08,103,16,East,4000.0
TXN-SALE-00195-104,2025-01-08,104,25,South,1625.0
TXN-SALE-00196-101,2025-01-09,101,8,West,9600.0
TXN-SALE-00196-102,2025-01-09,102,20,South,900.0
TXN-SALE-00196-103,2025-01-09,103,8,North,2000.0
TXN-SALE-00196-104,2025-01-09,104,17,West,1105.0
TXN-SALE-00197-101,2025-01-10,101,19,East,22800.0
TXN-SALE-00197-102,2025-01-10,102,22,West,990.0
TXN-SALE-00197-103,2025-01-10,103,25,West,6250.0
TXN-SALE-00197-104,2025-01-10,104,20,South,1300.0
TXN-SALE-00198-101,2025-01-11,101,7,West,8400.0
TXN-SALE-00198-102,2025-01-11,102,26,South,1170.0
TXN-SALE-00198-103,2025-01-11,103,24,South,6000.0
TXN-SALE-00198-104,2025-01-11,104,9,East,585.0
TXN-SALE-00199-101,2025-01-12,101,10,South,12000.0
TXN-SALE-00199-102,2025-01-12,102,9,South,405.0
TXN-SALE-00199-103,2025-01-12,103,26,North,6500.0
TXN-SALE-00199-104,2025-01-12,104,34,West,2210.0
TXN-SALE-00200-101,2025-01-13,101,8,East,9600.0
TXN-SALE-00200-102,2025-01-13,102,13,South,585.0
TXN-SALE-00200-103,2025-01-13,103,28,North,7000.0
TXN-SALE-00200-104,2025-01-13,104,25,North,1625.0
TXN-SALE-00201-101,2025-01-14,101,19,North,22800.0
TXN-SALE-00201-102,2025-01-14,102,24,West,1080.0
TXN-SALE-00201-103,2025-01-14,103,19,East,4750.0
TXN-SALE-00201-104,2025-01-14,104,16,South,1040.0
TXN-SALE-00202-101,2025-01-15,101,13,West,15600.0
TXN-SALE-00202-102,2025-01-15,102,10,North,450.0
TXN-SALE-00202-103,2025-01-15,103,25,East,6250.0
TXN-SALE-00202-104,2025-01-15,104,20,South,1300.0
TXN-SALE-00203-101,2025-01-16,101,26,West,31200.0
TXN-SALE-00203-102,2025-01-16,102,26,South,1170.0
TXN-SALE-00203-103,2025-01-16,103,10,North,2500.0
TXN-SALE-00203-104,2025-01-16,104,24,North,1560.0
TXN-SALE-00204-101,2025-01-17,101,21,East,25200.0
TXN-SALE-00204-102,2025-01-17,102,15,East,675.0
TXN-SALE-00204-103,2025-01-17,103,25,North,6250.0
TXN-SALE-00204-104,2025-01-17,104,9,West,585.0
TXN-SALE-00205-101,2025-01-18,101,14,North,16800.0
TXN-SALE-00205-102,2025-01-18,102,14,East,630.0
TXN-SALE-00205-103,2025-01-18,103,15,East,3750.0
TXN-SALE-00205-104,2025-01-18,104,28,West,1820.0
TXN-SALE-00206-101,2025-01-19,101,23,South,27600.0
TXN-SALE-00206-102,2025-01-19,102,26,South,1170.0
TXN-SALE-00206-103,2025-01-19,103,17,West,4250.0
TXN-SALE-00206-104,2025-01-19,104,12,East,780.0
TXN-SALE-00207-101,2025-01-20,101,14,West,16800.0
TXN-SALE-00207-102,2025-01-20,102,27,North,1215.0
TXN-SALE-00207-103,2025-01-20,103,21,South,5250.0
TXN-SALE-00207-104,2025-01-20,104,18,South,1170.0
TXN-SALE-00208-101,2025-01-21,101,15,North,18000.0
TXN-SALE-00208-102,2025-01-21,102,8,West,360.0
TXN-SALE-00208-103,2025-01-21,103,12,North,3000.0
TXN-SALE-00208-104,2025-01-21,104,10,South,650.0
TXN-SALE-00209-101,2025-01-22,101,22,East,26400.0
TXN-SALE-00209-102,2025-01-22,102,25,North,1125.0
TXN-SALE-00209-103,2025-01-22,103,8,West,2000.0
TXN-SALE-00209-104,2025-01-22,104,25,North,1625.0
TXN-SALE-00210-101,2025-01-23,101,16,East,19200.0
TXN-SALE-00210-102,2025-01-23,102,26,South,1170.0
TXN-SALE-00210-103,2025-01-23,103,25,West,6250.0
TXN-SALE-00210-104,2025-01-23,104,8,West,520.0
TXN-SALE-00211-101,2025-01-24,101,8,South,9600.0
TXN-SALE-00211-102,2025-01-24,102,20,West,900.0
TXN-SALE-00211-103,2025-01-24,103,23,North,5750.0
TXN-SALE-00211-104,2025-01-24,104,15,West,975.0
TXN-SALE-00212-101,2025-01-25,101,28,North,33600.0
TXN-SALE-00212-102,2025-01-25,102,9,East,405.0
TXN-SALE-00212-103,2025-01-25,103,20,West,5000.0
TXN-SALE-00212-104,2025-01-25,104,11,East,715.0
TXN-SALE-00213-101,2025-01-26,101,20,East,24000.0
TXN-SALE-00213-102,2025-01-26,102,9,West,405.0
TXN-SALE-00213-103,2025-01-26,103,22,North,5500.0
TXN-SALE-00213-104,2025-01-26,104,29,West,1885.0
TXN-SALE-00214-101,2025-01-27,101,10,East,12000.0
TXN-SALE-00214-102,2025-01-27,102,7,West,315.0
TXN-SALE-00214-103,2025-01-27,103,23,South,5750.0
TXN-SALE-00214-104,2025-01-27,104,14,East,910.0
TXN-SALE-00215-101,2025-01-28,101,10,West,12000.0
TXN-SALE-00215-102,2025-01-28,102,26,South,1170.0
TXN-SALE-00215-103,2025-01-28,103,10,West,2500.0
TXN-SALE-00215-104,2025-01-28,104,24,North,1560.0
TXN-SALE-00216-101,2025-01-29,101,10,North,12000.0
TXN-SALE-00216-102,2025-01-29,102,25,South,1125.0
TXN-SALE-00216-103,2025-01-29,103,14,North,3500.0
TXN-SALE-00216-104,2025-01-29,104,27,South,1755.0
TXN-SALE-00217-101,2025-01-30,101,8,West,9600.0
TXN-SALE-00217-102,2025-01-30,102,14,South,630.0
TXN-SALE-00217-103,2025-01-30,103,14,East,3500.0
TXN-SALE-00217-104,2025-01-30,104,20,North,1300.0
TXN-SALE-00218-101,2025-01-31,101,6,South,7200.0
TXN-SALE-00218-102,2025-01-31,102,28,West,1260.0
TXN-SALE-00218-103,2025-01-31,103,14,West,3500.0
TXN-SALE-00218-104,2025-01-31,104,6,East,390.0
TXN-SALE-00219-101,2025-02-01,101,31,North,37200.0
TXN-SALE-00219-102,2025-02-01,102,26,East,1170.0
TXN-SALE-00219-103,2025-02-01,103,26,North,6500.0
TXN-SALE-00219-104,2025-02-01,104,22,West,1430.0
TXN-SALE-00220-101,2025-02-02,101,15,West,18000.0
TXN-SALE-00220-102,2025-02-02,102,17,North,765.0
TXN-SALE-00220-103,2025-02-02,103,23,North,5750.0
TXN-SALE-00220-104,2025-02-02,104,36,East,2340.0
TXN-SALE-00221-101,2025-02-03,101,17,South,20400.0
TXN-SALE-00221-102,2025-02-03,102,18,North,810.0
TXN-SALE-00221-103,2025-02-03,103,13,East,3250.0
TXN-SALE-00221-104,2025-02-03,104,26,West,1690.0
TXN-SALE-00222-101,2025-02-04,101,7,South,8400.0
TXN-SALE-00222-102,2025-02-04,102,20,North,900.0
TXN-SALE-00222-103,2025-02-04,103,19,East,4750.0
TXN-SALE-00222-104,2025-02-04,104,7,West,455.0
TXN-SALE-00223-101,2025-02-05,101,20,South,24000.0
TXN-SALE-00223-102,2025-02-05,102,25,North,1125.0
TXN-SALE-00223-103,2025-02-05,103,25,West,6250.0
TXN-SALE-00223-104,2025-02-05,104,7,West,455.0
TXN-SALE-00224-101,2025-02-06,101,20,East,24000.0
TXN-SALE-00224-102,2025-02-06,102,24,South,1080.0
TXN-SALE-00224-103,2025-02-06,103,28,South,7000.0
TXN-SALE-00224-104,2025-02-06,104,13,South,845.0
TXN-SALE-00225-101,2025-02-07,101,15,West,18000.0
TXN-SALE-00225-102,2025-02-07,102,7,East,315.0
TXN-SALE-00225-103,2025-02-07,103,23,South,5750.0
TXN-SALE-00225-104,2025-02-07,104,11,North,715.0
TXN-SALE-00226-101,2025-02-08,101,12,West,14400.0
TXN-SALE-00226-102,2025-02-08,102,12,South,540.0
TXN-SALE-00226-103,2025-02-08,103,12,East,3000.0
TXN-SALE-00226-104,2025-02-08,104,33,West,2145.0
